segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,health_score,anomaly_risk,maintenance_priority
276,1,0,CADC0874,1,438,439,-3.96616214715262e-06,1.5083158688205475e-10,1.228135118307651e-05,-1.3686545848199745,-0.1667582550089561,2,2,1,7,24,8.938816803494997e-13,1.7296869493284329e-12,438,439,3.4436435361199733e-13,3.435799245604893e-13,95.94952290194864,4.05047709805136,Low
277,0,0,CADC0874,1,475,476,1.5714773955882358e-06,2.264235537504884e-10,1.5047376972432384e-05,-1.4850666187202128,0.0951106640043699,1,1,1,140,159,2.983708212358504e-13,7.761664814304729e-13,475,476,4.76681165790502e-13,4.756797347699336e-13,95.26636095754111,4.73363904245889,Low
278,1,0,CADC0874,1,436,437,8.267415324942792e-06,4.424083329198437e-10,2.1033505007959177e-05,-1.4826144851363163,0.0320461993781739,1,1,1,52,61,6.502586240927743e-13,1.3358307908235685e-12,436,437,1.0146980112840453e-12,1.012376047871496e-12,95.44356758334663,4.556432416653365,Low
279,1,0,CADC0874,1,439,440,5.702656870454545e-06,5.697817112524956e-10,2.387010078010765e-05,-1.4150433708919878,0.0522754471723254,2,2,2,2,2,2.076188082284876e-11,5.602552231802151e-11,439,440,1.2979082260876899e-12,1.2949584346647632e-12,95.35211220595986,4.647887794040145,Low
280,1,1,CADC0874,1,415,416,-1.447786809374999e-06,3.8431895640312256e-10,1.9604054590903447e-05,-1.2635866936959697,0.1967479595936789,1,1,1,5,3,1.5498688488342998e-12,3.229306547479851e-12,415,416,9.260697744653555e-13,9.23843645199814e-13,94.86666828539597,5.133331714604026,Low
281,0,1,CADC0874,1,417,418,-4.078524686842105e-06,1.4942342406122075e-10,1.222388743654083e-05,-1.293051798937943,-0.1326365184999304,1,1,1,135,139,2.617822438572144e-13,6.782254545958343e-13,417,418,3.583295541036469e-13,3.574723063665568e-13,95.81475966255907,4.185240337440931,Low
282,1,1,CADC0874,1,416,417,-4.01535671822542e-06,1.0667798605326795e-10,1.0328503572796396e-05,-1.3603096927900593,0.0853503443228762,2,2,1,34,66,5.601049214338438e-13,1.2550640598661324e-12,416,417,2.564374664742018e-13,2.5582250852102624e-13,95.23126538748197,4.768734612518031,Low
283,1,1,CADC0874,1,478,479,-1.2997764143235903e-06,1.0257918369536444e-10,1.012813821466534e-05,-0.8983877456357119,-0.2663212781306946,2,2,2,2,3,5.702212266111727e-12,1.551912383060802e-11,478,479,2.1460080270996745e-13,2.141527843327024e-13,95.99453724710192,4.005462752898083,Low
284,1,1,CADC0874,1,449,450,4.584135606444444e-06,2.2982560926907478e-10,1.5160000305708267e-05,-1.4114754258587183,-0.0032655867998753,2,2,1,39,70,1.7171059641915452e-12,4.476209553190461e-12,449,450,5.118610451427055e-13,5.107235761534994e-13,95.50791502265716,4.4920849773428415,Low
285,0,1,CADC0874,1,443,444,5.328725221846848e-06,4.0168603219417343e-10,2.0042106480960865e-05,-1.4412834190850488,0.0336531031573357,1,1,1,115,127,8.703463805126912e-13,2.4090938338227823e-12,443,444,9.067404789936196e-13,9.046982707075978e-13,95.41821160881321,4.581788391186791,Low
286,1,1,CADC0874,1,410,411,4.547663381995135e-06,5.194300031535354e-10,2.2791007067559248e-05,-1.4030188753127373,0.1325468431565319,3,2,2,2,5,5.997632983890291e-12,1.1986270415168944e-11,410,411,1.2669024467159409e-12,1.2638199590110357e-12,95.11871119938102,4.881288800618975,Low
287,0,1,CADC0874,1,436,437,3.453854398169336e-06,4.5463963741316204e-10,2.132228030519161e-05,-1.5160925804941523,-0.0080430424757562,1,1,1,139,150,3.562412594324445e-13,7.924781766091768e-13,436,437,1.0427514619567938e-12,1.0403653030049477e-12,95.57399069709088,4.426009302909122,Low
288,1,1,CADC0874,1,440,441,3.134955192743767e-07,3.0481837828562616e-10,1.7459048607688397e-05,-1.1415300029107096,0.1339630009029291,2,2,1,2,3,1.7687948272939398e-11,5.2041584651091436e-11,440,441,6.927690415582414e-13,6.911981367021002e-13,94.98304730930015,5.016952690699853,Low
289,1,0,CADC0874,1,478,479,2.36637545260961e-07,1.5065428041922768e-10,1.2274130536181688e-05,-1.2284863782285211,-0.2247973923356635,2,2,2,1,10,1.989426823930779e-12,4.212032299909524e-12,478,479,3.151763188686773e-13,3.145183307290767e-13,96.04326039194498,3.956739608055017,Low
290,1,1,CADC0874,1,439,440,4.777621143181818e-06,2.367835825878268e-10,1.5387773802205007e-05,-1.3090296445833978,-0.0202883469741582,2,1,1,2,6,1.5779017972986626e-12,3.333696637497099e-12,439,440,5.393703475804711e-13,5.381445058814245e-13,95.50448039141264,4.495519608587358,Low
291,1,1,CADC0874,1,452,453,3.7685600110375258e-06,4.997092838763162e-10,2.2354178219659885e-05,-1.292495158580652,0.063716704249958,2,2,2,2,4,1.5386754018634403e-11,3.863921474949943e-11,452,453,1.1055515130007e-12,1.1031110019344734e-12,95.25797307180835,4.742026928191649,Low
292,1,0,CADC0874,1,431,432,3.894326956018519e-06,5.92416102958592e-10,2.4339599482296173e-05,-1.3571745170058216,0.1769751650741307,2,2,2,1,2,2.7408454549722527e-12,5.472835373152135e-12,431,432,1.374515320089541e-12,1.3713335716634079e-12,94.96970457815438,5.030295421845622,Low
293,1,1,CADC0874,1,440,441,2.3156192428571427e-06,2.9298218148800724e-10,1.7116722276417505e-05,-1.3067146590575869,-0.0494912447544697,2,2,2,1,4,1.2326506633859585e-12,2.543550423704264e-12,440,441,6.658685942909255e-13,6.643586881814223e-13,95.58597713716618,4.414022862833818,Low
294,1,1,CADC0874,1,431,432,-4.3166904930555654e-07,1.4897943594562476e-10,1.220571325018021e-05,1.7181707814991407,0.7141639236088707,2,3,2,1,2,1.6399160091115227e-11,3.296824867133044e-11,431,432,3.456599441893846e-13,3.4485980542968694e-13,91.89811698779509,8.101883012204908,Low
295,1,1,CADC0874,1,447,448,-1.220345450669643e-06,9.708754862031471e-11,9.853301407158657e-06,-1.5077249486254316,-0.1049344990807841,2,2,2,4,29,8.944096199138254e-13,1.8905677582589186e-12,447,448,2.1719809534746025e-13,2.1671327817034538e-13,95.84458955832864,4.155410441671364,Low
296,1,1,CADC0874,1,474,475,-1.0136428231578944e-07,2.701287119374696e-10,1.6435592838028984e-05,-1.1393629841202728,-0.2079527061976161,2,2,2,2,3,5.235635181171154e-12,1.3060418767009665e-11,474,475,5.698917973364337e-13,5.68692025131515e-13,95.9504846771381,4.049515322861893,Low
297,1,1,CADC0874,1,495,496,-1.8269767923387108e-06,5.12781786392817e-10,2.2644685610377047e-05,-1.3963101803074935,0.1739723529346178,3,3,2,2,5,4.942300184589721e-12,1.0088228480409039e-11,495,496,1.03592280079357e-12,1.033834246759712e-12,94.99799357115859,5.002006428841412,Low
298,1,1,CADC0874,1,456,457,-6.823789934354536e-08,3.2099154180390993e-10,1.791623682037916e-05,-0.6099825903443534,0.1755993525079876,2,2,2,1,2,5.217062351749592e-12,1.0479527033893671e-11,456,457,7.039288197454165e-13,7.023884941004596e-13,94.59712945216077,5.402870547839228,Low
299,1,1,CADC0874,1,492,493,8.410616911622717e-06,2.8290332434909044e-10,1.6819730210353863e-05,-1.4575346708180283,0.0084621013470693,3,3,2,2,6,2.532277541535772e-12,5.2495683355623145e-12,492,493,5.750067568070946e-13,5.738404145011976e-13,95.49786219872469,4.50213780127531,Low
300,1,1,CADC0874,1,499,500,2.14393720102e-06,1.0229725250070724e-10,1.0114210423987988e-05,-1.249226146118187,0.2590925391163488,2,2,2,1,12,1.3076830573515456e-12,2.797619988192444e-12,499,500,2.050045140294735e-13,2.0459450500141453e-13,94.68313697772376,5.316863022276237,Low
301,1,0,CADC0874,1,558,559,-2.812743969588552e-06,1.0547891161339955e-10,1.0270292674184098e-05,-1.3951975068680158,-0.0611992503276017,3,3,2,4,23,1.1744673229838044e-12,2.551117864311186e-12,558,559,1.8903030755089525e-13,1.8869214957674341e-13,95.66396570705074,4.336034292949265,Low
302,0,1,CADC0874,1,513,514,-6.126638621575876e-06,1.9427538340574207e-10,1.3938270459628129e-05,-1.1471208577494398,-0.2045223747393815,1,1,1,154,166,2.772961131456901e-13,7.44022148002651e-13,513,514,3.787044510833181e-13,3.779676719956074e-13,95.9447587261932,4.0552412738068,Low
303,0,1,CADC0874,1,511,512,-1.6318384132812491e-06,4.4750464247069176e-10,2.115430553033334e-05,-1.475799044275182,0.0381296070417269,1,1,1,149,166,2.996263844121199e-13,7.031402126356265e-13,511,512,8.757429402557569e-13,8.740325048255698e-13,95.42289627561509,4.577103724384912,Low
304,0,0,CADC0874,1,496,497,7.720787100603623e-06,5.453220887412035e-10,2.33521324238538e-05,-1.4431665344205116,-0.0031486066037179,1,1,1,143,159,3.021623187114532e-13,6.296256819820146e-13,496,497,1.0994396950427494e-12,1.0972275427388405e-12,95.52329832933572,4.4767016706642835,Low
305,1,1,CADC0874,1,551,552,1.4230006739130436e-05,4.852550626571152e-10,2.2028505683707087e-05,-1.4081000535126482,0.0489697023936481,2,2,1,1,3,1.525744747651592e-12,3.092422985916868e-12,551,552,8.806806944775237e-13,8.790852584368033e-13,95.35803444925462,4.6419655507453825,Low
306,1,0,CADC0874,1,609,610,6.907003318360656e-06,3.2757986133248567e-10,1.809916742097508e-05,-1.2157198335436878,-0.0826890007229083,7,2,2,9,14,1.6583674437444716e-11,4.676651179503984e-11,609,610,5.378979660631949e-13,5.370161661188289e-13,95.63410776753095,4.365892232469051,Low
307,1,1,CADC0874,1,568,569,-5.958848278734623e-06,3.1618721864172404e-10,1.7781653990608523e-05,-1.2621448603204417,-0.2464441127892514,2,2,2,2,5,2.162528556504376e-12,4.451473237244772e-12,568,569,5.566676384537395e-13,5.556893121998667e-13,96.12136823576009,3.8786317642399126,Low
308,0,0,CADC0874,1,556,557,9.70062569120288e-07,6.07534943660447e-10,2.4648223945356534e-05,-1.429153650071261,0.0696862449451976,1,1,1,159,181,2.938779648264758e-13,6.069300451398873e-13,556,557,1.0926887475907322e-12,1.0907270083670505e-12,95.30988354599864,4.690116454001355,Low
309,1,0,CADC0874,1,564,565,1.1224710925362832e-05,3.9114085570567315e-10,1.9777281302182896e-05,-1.1745076728805932,-0.08487440748231,3,3,3,2,5,9.776753358246303e-12,1.9892592435052656e-11,564,565,6.935121555065126e-13,6.922847003640232e-13,95.61946844896798,4.380531551032021,Low
310,0,0,CADC0874,1,598,599,9.838437784058431e-06,1.3542198472397594e-10,1.1637095201293831e-05,-1.415079150716263,-0.1238069665042531,1,1,1,182,196,2.2867003151150397e-13,6.47208410570224e-13,598,599,2.264581684347424e-13,2.260801080533823e-13,95.85128505778229,4.148714942217708,Low
311,1,1,CADC0874,1,617,618,3.606775556634309e-07,1.4147830881866948e-10,1.1894465470069242e-05,-1.1747755380848224,-0.1911037968919151,2,1,1,51,122,3.3419110294833443e-13,8.400681336524098e-13,617,618,2.29300338441928e-13,2.289293022955817e-13,95.92075642960755,4.07924357039245,Low
312,1,1,CADC0874,1,650,651,-8.781999760368665e-06,2.3558021668845084e-10,1.5348622631638673e-05,-0.9700192847627336,-0.3413720934413149,2,2,2,1,4,1.595918687873837e-12,3.382243805852033e-12,650,651,3.6243110259761686e-13,3.618743727933193e-13,96.24306774605252,3.7569322539474825,Low
313,1,1,CADC0874,1,538,539,-2.107213661595548e-06,6.881869708732e-10,2.623331795395314e-05,-1.3862665580217983,0.161089327750751,3,2,2,2,2,2.021696731012821e-11,5.820161765916799e-11,538,539,1.2791579384260222e-12,1.2767847326033396e-12,95.0293076999238,4.970692300076195,Low
314,0,0,CADC0874,1,524,525,5.8375143196190485e-06,8.089307672357145e-10,2.8441708233432723e-05,-1.510926053197641,-0.0091840664320459,1,1,1,160,178,3.796499102207109e-13,7.821353001538442e-13,524,525,1.5437610061750281e-12,1.540820509020409e-12,95.57439080983144,4.425609190168558,Low
315,1,0,CADC0874,1,600,601,9.581199818302828e-06,6.799769664540344e-10,2.607636796898745e-05,-1.4828281990510206,-0.0999384943604487,2,1,1,6,35,6.908812990731019e-13,1.4799819102849836e-12,600,601,1.1332949440900576e-12,1.1314092619867464e-12,95.81736900241161,4.18263099758839,Low
316,1,1,CADC0874,1,671,672,-1.4751074032738093e-06,4.154822673156988e-10,2.0383382136331023e-05,-1.2950515651245007,-0.0033923456841708,2,2,2,1,9,9.651751135273997e-13,2.0124205700687684e-12,671,672,6.19198610008493e-13,6.182771835055042e-13,95.44941523638123,4.550584763618772,Low
317,0,1,CADC0874,1,610,611,-2.4689046270049083e-06,5.358564822913603e-10,2.314857408764869e-05,-1.5192525038582296,0.0629481830757472,1,1,1,174,196,2.810111411663585e-13,6.036510653846067e-13,610,611,8.784532496579677e-13,8.77015519298462e-13,95.37443838984434,4.625561610155657,Low
318,1,0,CADC0874,1,628,629,8.501573006836248e-06,4.81355955807882e-10,2.1939825792560023e-05,-0.9475603407753864,-0.2296122455484083,2,2,2,1,2,4.859593466974362e-12,9.834352925457687e-12,628,629,7.664903754902582e-13,7.652717898376504e-13,95.91496859253499,4.08503140746501,Low
319,1,1,CADC0874,1,914,915,1.2491965480546447e-05,1.3408859313534451e-10,1.1579662911127617e-05,-1.2541567588336688,-0.2610796486677867,5,5,4,4,11,3.101651054064827e-12,6.3751397224621086e-12,914,915,1.4670524413057388e-13,1.4654491053043117e-13,96.15899532630151,3.8410046736984924,Low
320,1,0,CADC0874,1,857,858,-4.922142133869465e-06,1.523138111411118e-10,1.234154816630036e-05,-0.6077708615843775,-0.5236244406754611,3,3,3,2,6,2.810419073367362e-12,5.863288663347379e-12,857,858,1.777290678426042e-13,1.775219244068902e-13,96.57678658475959,3.4232134152404115,Low
321,1,1,CADC0874,1,667,668,8.031183383233542e-07,3.6429607104513277e-10,1.9086541620868164e-05,-0.8732232889205882,-0.0140435672431028,3,2,2,3,6,1.0611866374084224e-11,2.7525056822867767e-11,667,668,5.461710210571706e-13,5.453533997681628e-13,95.26697316438921,4.7330268356107865,Low
322,1,1,CADC0874,1,1039,1040,1.6642899749326924e-05,3.3746451880361675e-10,1.837020736964112e-05,-0.4720169656041499,-0.3099380484185569,3,3,3,3,5,1.6893681166777756e-11,4.8192431358366997e-11,1039,1040,3.24797419445252e-13,3.2448511423424693e-13,95.90287753576361,4.097122464236392,Low
323,0,1,CADC0874,1,779,780,9.161525776923077e-06,3.702652966034569e-10,1.924227888280016e-05,-1.1526029517323726,-0.3462450658466417,1,1,1,234,252,2.288866865514897e-13,6.305135758613395e-13,779,780,4.753084680403813e-13,4.746990982095603e-13,96.34879119973628,3.651208800263717,Low
324,1,1,CADC0874,1,797,798,3.470419385213033e-06,3.7788277489937353e-10,1.943920715717011e-05,-0.93417799811181,-0.3988210461850471,4,4,4,4,8,5.844651187931543e-12,1.1699643418730053e-11,797,798,4.741314616052365e-13,4.735373119039769e-13,96.38759634751877,3.612403652481234,Low
325,1,1,CADC0874,1,675,676,1.8137951165236684e-05,1.1296771875096542e-10,1.0628627322047069e-05,1.799849000819484,-1.091506037374902,2,2,2,2,2,1.1859176407834736e-11,2.378213405840108e-11,675,676,1.6735958333476357e-13,1.6711200998663524e-13,96.97166188502705,3.0283381149729536,Low
326,1,0,CADC0874,1,714,715,1.1632235745454546e-05,3.9965541579627424e-10,1.999138353882177e-05,-1.3301979863939783,-0.494615983032901,1,1,1,33,69,3.459806799001585e-13,8.015032109244782e-13,714,715,5.597414787062665e-13,5.589586234912926e-13,96.8585668684398,3.1414331315602055,Low
327,1,0,CADC0874,1,1001,1002,-4.414535555788424e-06,1.0281941289194475e-10,1.0139990773760336e-05,-1.0982636525855598,-0.1154878974859689,1,1,1,70,92,3.274134672728824e-13,8.583528786481974e-13,1001,1002,1.0271669619574901e-13,1.0261418452289897e-13,95.6680543257702,4.3319456742298,Low
328,1,0,CADC0874,1,748,749,1.991163759038718e-05,4.578435448580544e-10,2.1397278912470494e-05,-1.018917010850572,-0.6770222505535344,2,2,1,1,3,8.803067530206716e-12,2.444408575912156e-11,748,749,6.120903006123722e-13,6.112730905982035e-13,97.21827469164143,2.781725308358574,Low
329,0,1,CADC0874,1,639,640,1.8221088986875e-05,3.7093898291155806e-10,1.9259776294431823e-05,-1.0104282452897546,-0.7143467388280231,1,1,1,186,219,2.148878501307739e-13,6.034669797634293e-13,639,640,5.80499190784911e-13,5.795921607993095e-13,97.31978745167588,2.6802125483241213,Low
330,1,1,CADC0874,1,568,569,4.0001104458699474e-06,1.8307383623761408e-10,1.3530478049116154e-05,-1.0353505238817915,-0.2682481117863914,2,1,1,1,1,5.787919664757835e-12,1.7139849137961395e-11,568,569,3.223130919676305e-13,3.21746636621466e-13,96.06893269259938,3.9310673074006246,Low
331,0,1,CADC0874,1,773,774,6.853396716666667e-06,2.41712223631066e-10,1.5547096951877094e-05,-0.8865927911506302,-0.5622429804689464,1,1,1,240,256,2.5760162024862444e-13,7.495050884536905e-13,773,774,3.12693691631392e-13,3.122896946137805e-13,96.8266344014073,3.173365598592696,Low
332,0,1,CADC0874,1,598,599,1.661416202003339e-05,3.9704322044703596e-11,6.301136567691863e-06,-0.6475712678820256,-0.696991547766469,1,1,1,192,199,2.308885896751929e-13,6.918078739771693e-13,598,599,6.639518736572508e-14,6.628434398114122e-14,97.08811671488021,2.911883285119785,Low
333,0,1,CADC0884,5,550,111,0.310478142972973,0.1272106913273938,0.3566660781843345,-1.301516245837273,0.6085554605564972,1,1,1,4,15,0.0006349609831275,0.0001073643694095,2750,555,0.0002312921660498,0.0011460422642107,74.43908498681127,25.560915013188733,Medium
334,0,1,CADC0884,5,555,112,0.2992005441071428,0.1208877521882784,0.347689160297353,-1.1392718099508798,0.6963641748626086,1,1,1,2,17,0.000631747169405,0.0001106217330341,2775,560,0.0002178157697086,0.0010793549302524,74.7823032705234,25.2176967294766,Medium
335,0,1,CADC0884,5,575,116,0.3268521013793103,0.1342842341958873,0.3664481330227886,-0.9678172770504578,0.795622622681345,2,1,1,4,11,0.0007445519930958,0.0003397476514829,2875,580,0.0002335377986015,0.0011576227085852,72.96493249459756,27.035067505402438,Medium
336,0,0,CADC0884,5,500,101,0.3927774173267326,0.1448191502400443,0.3805511138336667,-1.3178592777884546,0.5202055001864376,1,1,1,4,15,0.0007991434329251,0.0001773625589878,2500,505,0.00028963830048,0.0014338529726737,72.8266659834828,27.173334016517202,Medium
337,0,1,CADC0884,5,560,113,0.3460565816814159,0.1529309103118414,0.3910638187199647,-1.1989464978233166,0.6445065528290795,1,1,1,6,18,0.0007598974523502,0.0001626926816868,2800,565,0.0002730909112711,0.0013533708877154,71.59015586919543,28.409844130804572,Medium
338,0,1,CADC0884,5,470,95,0.3887900552631578,0.1593977963572953,0.3992465358112645,-1.3639258106600896,0.4726850978389797,1,1,1,9,13,0.0009592071786352,0.0002120386429746,2350,475,0.0003391442475687,0.0016778715406031,71.46722875842292,28.53277124157708,Medium
339,0,1,CADC0884,5,555,112,0.3101511782142857,0.1332175823166375,0.3649898386484719,-1.054005074874509,0.7232356160507676,1,1,1,6,10,0.0007204712748026,0.0003075006988558,2775,560,0.0002400316798497,0.0011894426992556,73.33101739727131,26.66898260272869,Medium
340,0,1,CADC0884,5,505,102,0.3481960707843137,0.1365506228228747,0.3695275670675663,-1.4478991002212191,0.4741476248224503,3,1,1,6,20,0.0007186080528659,0.0001054319962543,2525,510,0.0002703972729165,0.0013387315963026,73.89780153101566,26.10219846898434,Medium
341,0,1,CADC0884,5,510,103,0.3680500029126213,0.1449704559099025,0.3807498600261103,-1.3637713098333668,0.4698591822216859,1,1,1,10,27,0.0007284158509276,9.6699018671485e-05,2550,515,0.0002842557959017,0.001407480154465,72.99305311509391,27.006946884906085,Medium
342,0,1,CADC0884,5,495,100,0.4306822959999999,0.1632400132928357,0.404029718328783,-1.4722389883689393,0.3474863034520686,1,1,1,8,29,0.0007716842862254,8.604260874591815e-05,2475,500,0.0003297778046319,0.0016324001329283,71.52694133586446,28.473058664135536,Medium
343,0,0,CADC0884,5,450,91,0.4793279901098901,0.1756177680706841,0.4190677368525095,-1.39733781761818,0.315074947294613,1,1,1,10,26,0.0009789177126984,0.000154849586446,2250,455,0.0003902617068237,0.0019298655831943,70.30537594370092,29.694624056299077,Medium
344,0,1,CADC0884,5,500,101,0.4477263576237622,0.1849250895587362,0.4300291729159037,-1.4475730881931268,0.3706471211859231,1,1,1,8,25,0.0009081120455684,0.0001258693033725,2500,505,0.0003698501791174,0.0018309414807795,69.2674127374245,30.732587262575507,Medium
345,0,1,CADC0884,5,470,95,0.4527780055789472,0.1733142105388486,0.4163102335264516,-1.4746279989517903,0.3637143899273389,1,1,1,5,17,0.0010191038271595,0.0003723899131499,2350,475,0.0003687536394443,0.0018243601109352,70.4168543652525,29.583145634747495,Medium
346,0,1,CADC0884,5,480,97,0.4733432402061857,0.1809163332786133,0.4253426069401152,-1.2408826136693245,0.4948382557248652,1,1,1,10,26,0.001006154118769,0.000122494647079,2400,485,0.0003769090276637,0.0018651168379238,69.19010017833088,30.80989982166912,Medium
347,0,1,CADC0884,5,465,94,0.4956318951063829,0.2053577152662765,0.4531641151572756,-1.2343779707914229,0.5232793698573557,1,1,1,6,11,0.0013584995950315,0.0006285214229973,2325,470,0.0004416294951962,0.0021846565453859,66.63636053928118,33.363639460718815,Medium
348,0,1,CADC0884,5,410,83,0.5204391626506024,0.1979546228167498,0.4449209174861863,-1.438340828373,0.2691730581636312,1,1,1,11,26,0.0013238784549692,0.0001656012453007,2050,415,0.0004828161532115,0.0023849954556234,68.20617976128804,31.79382023871196,Medium
349,0,1,CADC0884,5,430,87,0.4988636505747126,0.1996494537768741,0.4468215010234782,-1.3889670407615986,0.3637199583868283,1,1,1,7,29,0.0012007499010399,0.0001133060732134,2150,435,0.000464301055295,0.0022948213077801,67.7725479135384,32.2274520864616,Medium
350,0,1,CADC0884,5,425,86,0.4774975220930232,0.1833238595309168,0.4281633561281451,-1.382778582088921,0.3460852436847877,2,1,1,7,18,0.0011803926591105,0.0002279589216299,2125,430,0.0004313502577198,0.0021316727852432,69.41079321735353,30.58920678264647,Medium
351,0,0,CADC0884,5,435,88,0.476203111590909,0.1798236606613825,0.4240561998855606,-1.4307295450102024,0.3156608629460164,1,1,1,7,19,0.0010730199871091,0.0001862973441536,2175,440,0.0004133877256583,0.0020434506893338,69.88658334652416,30.113416653475838,Medium
352,0,1,CADC0884,5,425,86,0.4834652941860465,0.1754591295519861,0.418878418579886,-1.5278428189129756,0.1937401856443175,1,1,1,5,21,0.0010575166012788,0.0001066796079559,2125,430,0.0004128450107105,0.002040222436651,70.72013326757059,29.27986673242941,Medium
353,0,1,CADC0884,5,450,91,0.479444789010989,0.1684414915203434,0.4104162417842932,-1.4668158429686768,0.2567120997647624,1,1,1,10,22,0.0009428201777851,0.0002308435314056,2250,455,0.0003743144256007,0.0018510054013224,71.22274785122217,28.777252148777833,Medium
354,0,1,CADC0884,5,430,87,0.4935587540229885,0.1591351380676735,0.3989174577123362,-1.4086625791501797,0.2764800692111023,1,1,1,8,29,0.0009422325476967,0.0001349345695228,2150,435,0.0003700817164364,0.0018291395180192,72.07918549463075,27.92081450536925,Medium
355,0,1,CADC0884,5,415,84,0.529153920595238,0.1639360822376908,0.4048902101035425,-1.511830413722199,0.1750467416941086,1,1,1,8,16,0.0010278195419037,0.0001854976419839,2075,420,0.0003950267041872,0.0019516200266391,71.91709074893853,28.082909251061466,Medium
356,0,0,CADC0884,5,390,79,0.5750211037974682,0.1530115775958983,0.3911669433833825,-1.430948569478949,0.1793734983573444,1,1,1,6,22,0.0010412719224185,9.875532692738786e-05,1950,395,0.000392337378451,0.0019368554126063,72.97296423497683,27.02703576502317,Medium
357,0,0,CADC0884,5,420,85,0.5533835470588235,0.1541718053629415,0.3926471766903991,-1.3732506786131946,0.2977249205318201,1,1,1,9,17,0.001078266639372,0.0004665988842967,2100,425,0.0003670757270546,0.0018137859454463,72.46403020389575,27.535969796104254,Medium
358,0,1,CADC0884,5,405,82,0.5945639341463415,0.1598440090825944,0.399804963804346,-1.4882657209453278,0.1272153148302692,1,1,1,10,29,0.0010347211423202,0.0001401955079707,2025,410,0.000394676565636,0.001949317183934,72.45469807237909,27.545301927620912,Medium
359,0,1,CADC0884,5,425,86,0.6041264604651163,0.1732304865349484,0.4162096665563505,-1.4268939884414462,0.2302830245129736,1,1,1,12,29,0.0010354939791349,0.0001691551665375,2125,430,0.0004076011447881,0.0020143079829645,70.78750444185012,29.212495558149882,Medium
360,0,1,CADC0884,5,425,84,0.6519150476190476,0.1668104500864501,0.4084243505062475,-1.4004149089004487,0.2136603541177429,1,1,1,11,24,0.0010307633178841,0.0001349454459999,2275,420,0.000392495176674,0.0019858386915053,71.46517739190887,28.534822608091133,Medium
361,0,1,CADC0884,5,395,80,0.60118749625,0.1550057750829118,0.3937077279949072,-1.3335519871984505,0.2829708559997306,1,1,1,7,21,0.0011028090644811,0.0001100500512207,1975,400,0.0003924196837542,0.0019375721885363,72.41642662298581,27.58357337701419,Medium
362,0,1,CADC0884,5,400,81,0.6125372962962964,0.1567335215235665,0.3958958468127274,-1.4491289225010613,0.210073427609787,2,1,1,10,27,0.0010297903976975,0.0001156719048187,2000,405,0.0003918338038089,0.0019349817472045,72.5175092836596,27.482490716340394,Medium
363,0,1,CADC0884,5,390,79,0.6067537215189872,0.1373867970578212,0.3706572501082654,-1.4265770884560889,0.2261337176641501,2,1,1,9,12,0.0009971954716074,0.0002229179041497,1950,395,0.0003522738386097,0.0017390733804787,74.44941016139529,25.550589838604708,Medium
364,0,1,CADC0884,5,400,81,0.5889168111111112,0.1439752824755109,0.3794407496243793,-1.36371313061788,0.2380155594465021,1,1,1,10,27,0.0009593549458621,8.969150953132206e-05,2000,405,0.0003599382061887,0.0017774726231544,73.71425318211638,26.28574681788362,Medium
365,0,1,CADC0884,5,410,83,0.5558408036144579,0.1616982940704591,0.4021172640790981,-1.5200453556291236,0.1451157025871683,1,1,1,5,28,0.0009903948996845,7.365660266025903e-05,2050,415,0.0003943860830986,0.0019481722177163,72.24381738772477,27.756182612275225,Medium
366,0,1,CADC0884,5,400,81,0.5786261012345679,0.1394296488206793,0.3734027970177505,-1.4625428718074196,0.1161264384594537,1,1,1,9,29,0.0008950098846644,7.286389730502202e-05,2000,405,0.0003485741220516,0.0017213536891441,74.59182170423975,25.40817829576025,Medium
367,0,1,CADC0884,5,410,83,0.5629032602409638,0.1263680300806055,0.3554828126374122,-1.412023890471554,0.2040065990606882,1,1,1,7,25,0.0007923970304964,8.087114043064451e-05,2050,415,0.0003082147075136,0.0015225063865133,75.70521113284786,24.294788867152135,Medium
368,0,1,CADC0884,5,390,79,0.5820045493670886,0.1273719475298901,0.3568920670593423,-1.4992776094418026,0.1045159563608246,1,1,1,8,22,0.0008543837055102,7.541801065949738e-05,1950,395,0.0003265947372561,0.0016123031332897,75.91456488289225,24.08543511710775,Medium
369,0,1,CADC0884,5,395,80,0.6014731,0.10941016412459,0.330772072770042,-1.442389998437622,0.1344951822648029,1,1,1,8,28,0.0007228981825659,7.118796376216336e-05,1975,400,0.0002769877572774,0.0013676270515573,77.75578559682684,22.24421440317316,Medium
370,0,1,CADC0884,5,385,78,0.6229470897435897,0.092662899810415,0.3044058143505393,-1.415948320043724,0.1869090598709526,1,1,1,9,26,0.0006518990174258,6.0800373913261824e-05,1925,390,0.0002406828566504,0.0011879858950053,79.47262728055273,20.52737271944727,Medium
371,0,1,CADC0884,5,385,78,0.6464484743589743,0.1126546547486083,0.3356406631333699,-1.450727745010372,0.1381178967736503,1,1,1,7,24,0.0007857627226726,7.490725091759012e-05,1925,390,0.0002926094928535,0.0014442904454949,77.38512963895977,22.614870361040232,Medium
